,tweet,likes,date_posted
189,Sinan Schwarting (@Sir_Writes_aLot) on the recent #EuropeanSuperLeague debacle &amp; why its demise was good for everyo… https://t.co/Wq9lqUKoUe,5,2021-07-12 22:38:45
190,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 19:14:27
191,@keirmcfc @JackGrealish Yeah the team that not long ago turned its back on fans for the #EuropeanSuperLeague ?? I think Jack has more sense.,2,2021-07-12 19:10:27
192,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 17:05:10
193,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 16:20:47
194,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 13:47:48
195,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 12:33:04
196,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 12:22:04
197,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 12:19:55
198,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 12:13:55
199,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 12:10:49
200,RT @soccerdiva: Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of good pe…,0,2021-07-12 12:05:25
201,Been up all night. Can’t sleep. The ugly noise racists are making is way too loud &amp; it’s drowning out the voices of… https://t.co/akQUlXjrfP,71,2021-07-12 12:03:19
202,The only reason racism fester and continue to aftermath #ItalyvsEngland   &amp; European football is down to @UEFA the… https://t.co/HwO5NSO0ov,0,2021-07-12 01:33:32
203,Liverpool could be about to make millions thanks to Playstation and Disney - Liverpool Echo https://t.co/Di78uy6Xwh… https://t.co/9YrCg3WO4i,0,2021-07-11 07:03:35
204,"1/2
@FA:
When the 6 went to join #europeansuperleague fans of those clubs made THEIR feelings known!… https://t.co/PR1I8smOPe",0,2021-07-11 06:25:23
205,#FSG #LiverpoolFC #EuropeanSuperLeague Liverpool could be about to make millions thanks to Playstation and Disney -… https://t.co/KZkvUH5763,0,2021-07-11 06:25:09
206,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-07-10 23:38:53
207,"Football's Coming Home? No singing, say UEFA https://t.co/OVoCKYBTOq at last #uefa showing some balls!
How out of t… https://t.co/JrHwH1BW2f",0,2021-07-10 21:21:26
208,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-07-10 09:56:20
209,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-07-10 09:53:33
210,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-07-10 09:50:33
211,RT @The__Farmster: So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and that’s…,0,2021-07-10 06:04:17
212,#ITAENG Dear England #ENG where you want to go without #EuropeanSport #EuropeanSuperLeague This is an Excel Graphic… https://t.co/0YHeQscWm6,1,2021-07-09 22:17:23
213,RT @The__Farmster: So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and that’s…,0,2021-07-09 16:30:41
214,RT @The__Farmster: So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and that’s…,0,2021-07-09 15:09:44
215,RT @The__Farmster: So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and that’s…,0,2021-07-09 14:35:59
216,RT @The__Farmster: So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and that’s…,0,2021-07-09 13:51:53
217,So. This rumour that Masters had agreed to jump ship from the #PremierLeague to the #EuropeanSuperLeague #ESL and t… https://t.co/BDSkW3TnfS,41,2021-07-09 13:03:58
218,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 21:29:41
219,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 20:30:45
220,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 19:50:51
221,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 16:06:34
222,"RT @01ivi3r1u6: Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukraine.

Aft…",0,2021-07-08 16:04:27
223,Looking forward to @GNev2 and @Carra23 rant on this considering football should be available to all. How dare the r… https://t.co/397xZcOzDe,1,2021-07-08 14:58:26
224,"Turkey played 1st game. Switzerland played day2, in Azerbaijan. Russia played day3, followed by N.Macedonia &amp; Ukrai… https://t.co/Iy1P4Xjxeu",13,2021-07-08 09:15:17
225,"@UEFA When will you take action against this? 

You were only with the #europeansuperleague because you would money… https://t.co/0GenoppwXD",0,2021-07-08 04:34:55
226,RT @beano_hakeem: Ronaldo after statpadding his 7th goal against Arsenal #europeansuperleague https://t.co/AX0D0sEu3q,0,2021-07-07 19:04:41
227,It is now understandable why Barca and Real pushed so hard for the #europeansuperleague. Their finances seem to be in the red this summer.,0,2021-07-07 13:17:03
228,"RT @Awbmasterclass: goodbye to the beautiful game 💔💔
💔💔💔💔 I WILL ALWAYS LOVE YOU #europeansuperleague 
 https://t.co/k1hNdwMWmm",0,2021-07-07 06:09:42
229,"Hi Guys, #followme I will #followback #RT #retweet #europeansuperleague #fifa #football #juventus #KeithAndrew… https://t.co/7u29zIOBuz",0,2021-07-06 18:08:32
230,Why the #EuropeanSuperLeague will eventually happen. https://t.co/lw9M4INjwq,3,2021-07-06 14:57:49
231,"@DrJSchwedler this is the Jordanian government
#USA #USAEnemyOfPeace  #USAAWalkaway  #USABMNT  #USALLIN  #ukog… https://t.co/4eG7JZWaSY",1,2021-07-06 13:47:31
232,"Remember the #EuropeanSuperLeague kerfuffle? Well the experiment is now heading to Africa, because ""if anything fai… https://t.co/cY01OTo6lx",11,2021-07-06 12:26:48
233,"@tracey_crouch Now written in 2021, when all of footballs governance wheels have fallen off - &amp; the fan led review… https://t.co/iwhEqt0XGV",0,2021-07-06 07:36:02
234,The real reason behind that #europeansuperleague bollocks. https://t.co/dzrds7xWFM,3,2021-07-06 06:17:30
235,UEFA will be ordered to compensate the three European Super League rebels with tens of millions of pounds if it att… https://t.co/mx98IraaW8,0,2021-07-06 06:09:52
236,"What an absolute JOKE! #EuropeanSuperLeague #SuperLeague #NoToSuperLeague

https://t.co/iGOLTHkL0O",0,2021-07-06 05:47:57
237,"Boom 💥💥💥
#PremierLeague 
#PremierLeagueIsCorrupt 
@premierleague 
@SkySportsPL 
@btsportfootball 
@mrjakehumphrey… https://t.co/LEIb0jS9kd",0,2021-07-05 17:29:47
238,"Rt @wef 
More is less: Solving sport’s business model problem https://t.co/kcMseeQM3C #ESL #europeansuperleague… https://t.co/dfpB6662Wg",1,2021-07-05 13:58:05
239,You are very correct Russell 14 teams outside #europeansuperleague teams we need their fans acting together for the… https://t.co/KnjO5Gpnkb,1,2021-07-05 13:41:37
240,I'm pretty sure Spurs helped set up the #europeansuperleague in order to get something like this going... https://t.co/8wSW0qam59,0,2021-07-05 08:59:34
241,"More is less: Solving sport’s business model problem https://t.co/tp2ayU7QzI #ESL #europeansuperleague #football
rt… https://t.co/igDCEShyAc",2,2021-07-04 23:29:06
242,"#footballscominghome but, we must not forget about the #EuropeanSuperLeague. The first battle from April 2021 has b… https://t.co/9H1fiQ9qW4",0,2021-07-04 17:49:45
243,"https://t.co/tgHXgmmKgi
Yes I am posting again we all have friends who support their team correct #premierleague do… https://t.co/JHo39NBmJP",1,2021-07-04 15:13:25
244,"After last nights performance, football may well be coming home and I cannot bloody wait for Wednesdays game! Today… https://t.co/rz62d8xEnr",0,2021-07-04 12:00:02
245,"A great example of the fickleness of modern football fans. It is these ""fans"" that the #EuropeanSuperLeague  will b… https://t.co/V7X3ycBK2V",0,2021-07-03 19:36:04
246,"RT @tvukzone: Sky commission #EuropeanSuperLeague documentary with exclusive access. Detalis:

https://t.co/iEhqNBhGMH",0,2021-07-03 19:30:43
247,"Sky commission #EuropeanSuperLeague documentary with exclusive access. Detalis:

https://t.co/iEhqNBhGMH",4,2021-07-03 19:30:00
248,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 18:41:42
249,"#EURO2020 let’s try predicting the 2nd semifinal. I say it will be:

UKRAINE 🇺🇦 vs. DENMARK 🇩🇰 

#Euro2021… https://t.co/SSNpmtqGFm",0,2021-07-03 16:02:57
250,"RT @caitriona_smyth: #RememberMyNoah 
His name is Noah Donohoe 
#europeansuperleague 
#NoahsArmy 

Hundreds help search North Belfast for m…",0,2021-07-03 14:27:52
251,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 13:42:25
252,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 12:50:18
253,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 11:58:57
254,RT @JakeWoodier: 'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: the rich…,0,2021-07-03 11:53:33
255,'Why is our society so top-heavy? The same old thing is reflected in the #EuropeanSuperLeague as in our society: th… https://t.co/gETYw3aJh5,19,2021-07-03 11:48:23
256,"European Super League sanctions annulled by Spanish Court.

#EuropeanSuperLeague #Spain #SpanishJustice… https://t.co/H0PEOZb3iZ",0,2021-07-03 10:00:00
257,Has to be retweeted and if we all retweet more pressure on them #Corruption #collusion #Cartel #europeansuperleague… https://t.co/uHBorxCeii,1,2021-07-02 08:07:44
258,"RT @Retro_George: Today's #EuropeanSuperLeague announcement from a PR perspective. Tragically, the owners of the clubs concerned couldn't g…",0,2021-07-02 07:45:43
259,"RT @ashraf890251: Check out my Gig on Fiverr: do excel data entry, data entry, quick copy paste https://t.co/HyuZq4sp9P 
#Fiverr #fiverrsel…",0,2021-07-02 02:05:00
260,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-07-01 16:49:52
261,"A Spanish court ordered UEFA to cancel all legal sanctions imposed on Real Madrid, Barcelona and Juventus for plann… https://t.co/R0F0QA7Vu1",0,2021-07-01 15:58:58
262,RT @goonerclaps37: The question will be do Juve have £40m for Locatelli? Their finances seemed one of the more perilous when the #EuropeanS…,0,2021-07-01 07:18:25
263,The question will be do Juve have £40m for Locatelli? Their finances seemed one of the more perilous when the… https://t.co/Q8NnhOVPIV,2,2021-07-01 07:15:42
264,"RT @updeshmote: I am as I am..! #straightforward 
Must watch, like and RT...
.
.
.
.
.
.
.
#dcvspbks #europeansuperleague #LockdownMaharash…",0,2021-07-01 02:58:16
265,The Asian dream may remain elusive for Europe’s corporate clubs #EuropeanSuperLeague #China #Asia https://t.co/lAMgp32HFb,0,2021-06-30 20:57:46
266,"Hi Guys, #followme I will #followback #RT #retweet #AdamMcKola #BrunoFernandes #championsleague #EuropaLeague… https://t.co/9zOeK2yAKQ",1,2021-06-30 15:12:17
267,RT @AlexPhillips8: A few suggestions here to improve the future of European football: https://t.co/EgVCQ2Sy1b #europeanfootball  #europeans…,0,2021-06-30 13:30:38
268,The 5 days of the #europeansuperleague showed Twitter how powerful football is. The timeline was 90% football 🔥 🔥,4,2021-06-29 20:59:30
269,"RT @tvukzone: Sky commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",0,2021-06-29 20:05:55
270,"RT @tvukzone: Sky Documentaries commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",0,2021-06-29 20:02:45
271,"Sky commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",5,2021-06-29 20:00:01
272,"Check out my Gig on Fiverr: do excel data entry, data entry, quick copy paste https://t.co/HyuZq4sp9P 
#Fiverr… https://t.co/ishtvjj8MW",0,2021-06-29 18:59:37
273,"Check out my Gig on Fiverr: do data entry, web research, quick copy paste https://t.co/aVRaArit7Y 
#Fiverr… https://t.co/cTLmOxCQAb",2,2021-06-29 18:58:12
274,"RT @tvukzone: Sky Documentaries commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",0,2021-06-29 16:34:02
275,"Sky Documentaries commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",1,2021-06-29 16:30:00
276,"RT @tvukzone: NEW: Sky Documentaries commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",0,2021-06-29 13:07:09
277,"NEW: Sky Documentaries commission #EuropeanSuperLeague documentary with exclusive access. More info:

https://t.co/iEhqNBhGMH",0,2021-06-29 13:00:01
278,#LiverpoolFC #EuropeanSuperLeague #FSG Liverpool and 'big six' rivals could be sitting on an £838m revenue boost -… https://t.co/CjT4vrs3N4,0,2021-06-29 12:00:13
279,#EuropeanSuperLeague’s Demise To Be Subject Of #Sky Documentary From ‘Sunderland ‘Til I Die’ Producer #Fulwell73… https://t.co/AmEOSEEmqr,0,2021-06-29 10:53:09
280,"Sky announces new documentary on the rise and fall of the #EuropeanSuperLeague

https://t.co/cs9mUMLZ9E https://t.co/Zg3P8bOD99",2,2021-06-29 10:40:02
281,Sky Documentaries to air European Super League documentary https://t.co/IekEFU0AOY #EuropeanSuperLeague #ESL #SkyDocumentaries #FulwellFilms,3,2021-06-29 10:36:06
282,"As England aims to progress further in #Euro2020, the game at club level is still reeling from the disruption cause… https://t.co/I12T4neGp3",3,2021-06-29 10:33:26
283,#EuropeanSuperLeague Documentary Heads to Sky From #Fulwell73 https://t.co/qavrv5xD3V https://t.co/bRuEcp9cCF,0,2021-06-29 10:03:07
284,Still raw and bewildering for most of us - but will the @skytv Sky Docs special uncover the real story or not? #ESL… https://t.co/7tfnX2gqwz,0,2021-06-29 08:43:30
285,"RT @davez2010: Deduct points, relegate, ban all 6 clubs from European competition for 10 years and that just for THINKING about joining the…",0,2021-06-28 19:54:32
286,It's nearly July and some people still have the say no to  #EuropeanSuperLeague pfp 😂. Move on man.,2,2021-06-28 15:42:33
287,European Super League: What history can teach us about splits in sport https://t.co/n5AUnJLcsS #EuropeanSuperLeague… https://t.co/qLbEklNJgd,0,2021-06-27 08:30:09
288,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-06-26 09:10:20
289,"RT @sofiartmedia: EURO 2020-2021 UEFA European Championship Soccer sports seamless background
#dreamstime #EURO2020 #UEFA #banner #wallpape…",0,2021-06-26 09:10:16
290,"""We are not excluding anyone, but everyone can't be there. A Roma-Sampdoria has less interest than a Manchester-Par… https://t.co/fVnf93pJyT",0,2021-06-26 06:47:06
291,RT @BasherNafiz: Jesse Lingard at the ballon d’or ceremony #europeansuperleague #SuperLeague https://t.co/ZEGzA944Mr,0,2021-06-26 04:43:32
